9020/3-C50.2,90203,C502,44501453,"Phyllodes tumor, malignant of Upper-inner quadrant of breast",Condition,ICDO3,ICDO Condition,S,9020/3-C50.2,20150918,20991231,NULL
9080/3-C62.9,90803,C629,44501454,"Teratoma, malignant of Testis",Condition,ICDO3,ICDO Condition,S,9080/3-C62.9,20150918,20991231,NULL
9391/3-C71.6,93913,C716,44501455,Ependymoma of Cerebellum,Condition,ICDO3,ICDO Condition,S,9391/3-C71.6,20150918,20991231,NULL
9699/3-C77.9,96993,C779,44501461,Marginal zone B-cell lymphoma of Lymph node,Condition,ICDO3,ICDO Condition,S,9699/3-C77.9,20150918,20991231,NULL
8046/3-C34.2,80463,C342,44501471,"Non-small cell carcinoma of Middle lobe, lung",Condition,ICDO3,ICDO Condition,S,8046/3-C34.2,20150918,20991231,NULL
8051/3-C21.1,80513,C211,44501473,Verrucous carcinoma of Anal canal,Condition,ICDO3,ICDO Condition,S,8051/3-C21.1,20150918,20991231,NULL
8140/3-C17.9,81403,C179,44501480,Adenocarcinoma of Small intestine,Condition,ICDO3,ICDO Condition,S,8140/3-C17.9,20150918,20991231,NULL
8140/3-C50.9,81403,C509,44501483,Adenocarcinoma of Breast,Condition,ICDO3,ICDO Condition,S,8140/3-C50.9,20150918,20991231,NULL
8210/2-C16.9,82102,C169,44501489,Adenocarcinoma in situ in adenomatous polyp of Stomach,Condition,ICDO3,ICDO Condition,S,8210/2-C16.9,20150918,20991231,NULL
8210/2-C20.9,82102,C209,44501490,Adenocarcinoma in situ in adenomatous polyp of Rectum,Condition,ICDO3,ICDO Condition,S,8210/2-C20.9,20150918,20991231,NULL
8240/3-C17.1,82403,C171,44501492,Carcinoid tumor of Jejunum,Condition,ICDO3,ICDO Condition,S,8240/3-C17.1,20150918,20991231,NULL
8255/3-C16.2,82553,C162,44501494,Adenocarcinoma with mixed subtypes of Body of stomach,Condition,ICDO3,ICDO Condition,S,8255/3-C16.2,20150918,20991231,NULL
8255/3-C20.9,82553,C209,44501495,Adenocarcinoma with mixed subtypes of Rectum,Condition,ICDO3,ICDO Condition,S,8255/3-C20.9,20150918,20991231,NULL
8255/3-C54.1,82553,C541,44501496,Adenocarcinoma with mixed subtypes of Endometrium,Condition,ICDO3,ICDO Condition,S,8255/3-C54.1,20150918,20991231,NULL
8255/3-C56.9,82553,C569,44501497,Adenocarcinoma with mixed subtypes of Ovary,Condition,ICDO3,ICDO Condition,S,8255/3-C56.9,20150918,20991231,NULL
8343/3-C73.9,83433,C739,44501501,"Papillary carcinoma, encapsulated of Thyroid gland",Condition,ICDO3,ICDO Condition,S,8343/3-C73.9,20150918,20991231,NULL
9392/3-C71.6,93923,C716,44502356,"Ependymoma, anaplastic of Cerebellum",Condition,ICDO3,ICDO Condition,S,9392/3-C71.6,20150918,20991231,NULL
9430/3-C71.9,94303,C719,44502359,Astroblastoma of Brain,Condition,ICDO3,ICDO Condition,S,9430/3-C71.9,20150918,20991231,NULL
9440/3-C71.7,94403,C717,44502360,Glioblastoma of Brain stem,Condition,ICDO3,ICDO Condition,S,9440/3-C71.7,20150918,20991231,NULL
9560/0-C70.1,95600,C701,44502364,Neurilemoma of Spinal meninges,Condition,ICDO3,ICDO Condition,S,9560/0-C70.1,20150918,20991231,NULL
9680/3-C69.5,96803,C695,44502366,"Malignant lymphoma, large B-cell, diffuse of Lacrimal gland",Condition,ICDO3,ICDO Condition,S,9680/3-C69.5,20150918,20991231,NULL
9699/3-C69.0,96993,C690,44502370,Marginal zone B-cell lymphoma of Conjunctiva,Condition,ICDO3,ICDO Condition,S,9699/3-C69.0,20150918,20991231,NULL
8070/3-C04.9,80703,C049,44502380,Squamous cell carcinoma of Floor of mouth,Condition,ICDO3,ICDO Condition,S,8070/3-C04.9,20150918,20991231,NULL
8071/3-C67.2,80713,C672,44502382,"Squamous cell carcinoma, keratinizing of Lateral wall of bladder",Condition,ICDO3,ICDO Condition,S,8071/3-C67.2,20150918,20991231,NULL
8130/3-C64.9,81303,C649,44502385,Papillary transitional cell carcinoma of Kidney,Condition,ICDO3,ICDO Condition,S,8130/3-C64.9,20150918,20991231,NULL
8140/3-C16.1,81403,C161,44502386,Adenocarcinoma of Fundus of stomach,Condition,ICDO3,ICDO Condition,S,8140/3-C16.1,20150918,20991231,NULL
8200/3-C50.2,82003,C502,44502387,Adenoid cystic carcinoma of Upper-inner quadrant of breast,Condition,ICDO3,ICDO Condition,S,8200/3-C50.2,20150918,20991231,NULL
8211/3-C50.3,82113,C503,44502389,Tubular adenocarcinoma of Lower-inner quadrant of breast,Condition,ICDO3,ICDO Condition,S,8211/3-C50.3,20150918,20991231,NULL
8230/3-C34.3,82303,C343,44502390,"Solid carcinoma of Lower lobe, lung",Condition,ICDO3,ICDO Condition,S,8230/3-C34.3,20150918,20991231,NULL
8246/3-C48.1,82463,C481,44502391,Neuroendocrine carcinoma of Specified parts of peritoneum,Condition,ICDO3,ICDO Condition,S,8246/3-C48.1,20150918,20991231,NULL
8310/3-C53.0,83103,C530,44502392,Clear cell adenocarcinoma of Endocervix,Condition,ICDO3,ICDO Condition,S,8310/3-C53.0,20150918,20991231,NULL
8316/3-C64.9,83163,C649,44502393,Cyst-associated renal cell carcinoma of Kidney,Condition,ICDO3,ICDO Condition,S,8316/3-C64.9,20150918,20991231,NULL
8335/3-C73.9,83353,C739,44502394,"Follicular carcinoma, minimally invasive of Thyroid gland",Condition,ICDO3,ICDO Condition,S,8335/3-C73.9,20150918,20991231,NULL
8480/3-C18.5,84803,C185,44502395,Mucinous adenocarcinoma of Splenic flexure of colon,Condition,ICDO3,ICDO Condition,S,8480/3-C18.5,20150918,20991231,NULL
8481/3-C15.5,84813,C155,44502396,Mucin-producing adenocarcinoma of Lower third of esophagus,Condition,ICDO3,ICDO Condition,S,8481/3-C15.5,20150918,20991231,NULL
8490/3-C20.9,84903,C209,44502397,Signet ring cell carcinoma of Rectum,Condition,ICDO3,ICDO Condition,S,8490/3-C20.9,20150918,20991231,NULL
8772/3-C69.3,87723,C693,44502401,Spindle cell melanoma of Choroid,Condition,ICDO3,ICDO Condition,S,8772/3-C69.3,20150918,20991231,NULL
8800/3-C48.1,88003,C481,44502402,Sarcoma of Specified parts of peritoneum,Condition,ICDO3,ICDO Condition,S,8800/3-C48.1,20150918,20991231,NULL
8936/3-C20.9,89363,C209,44502405,Gastrointestinal stromal sarcoma of Rectum,Condition,ICDO3,ICDO Condition,S,8936/3-C20.9,20150918,20991231,NULL
9064/3-C75.3,90643,C753,44502409,Germinoma of Pineal gland,Condition,ICDO3,ICDO Condition,S,9064/3-C75.3,20150918,20991231,NULL
9391/3-C71.5,93913,C715,44502412,Ependymoma of Ventricle,Condition,ICDO3,ICDO Condition,S,9391/3-C71.5,20150918,20991231,NULL
9394/1-C72.1,93941,C721,44502413,Myxopapillary ependymoma of Cauda equina,Condition,ICDO3,ICDO Condition,S,9394/1-C72.1,20150918,20991231,NULL
8050/3-C56.9,80503,C569,44502916,Papillary carcinoma of Ovary,Condition,ICDO3,ICDO Condition,S,8050/3-C56.9,20150918,20991231,NULL
8070/2-C01.9,80702,C019,44502917,Squamous cell carcinoma in situ of Base of tongue,Condition,ICDO3,ICDO Condition,S,8070/2-C01.9,20150918,20991231,NULL
8070/3-C60.1,80703,C601,44502918,Squamous cell carcinoma of Glans penis,Condition,ICDO3,ICDO Condition,S,8070/3-C60.1,20150918,20991231,NULL
8070/3-C76.0,80703,C760,44502919,"Squamous cell carcinoma of Head, face or neck",Condition,ICDO3,ICDO Condition,S,8070/3-C76.0,20150918,20991231,NULL
8072/3-C53.9,80723,C539,44502927,"Squamous cell carcinoma, large cell, nonkeratinizing of Cervix uteri",Condition,ICDO3,ICDO Condition,S,8072/3-C53.9,20150918,20991231,NULL
8130/2-C67.6,81302,C676,44502929,"Papillary transitional cell carcinoma, non-invasive of Ureteric orifice",Condition,ICDO3,ICDO Condition,S,8130/2-C67.6,20150918,20991231,NULL
8130/3-C67.9,81303,C679,44502930,Papillary transitional cell carcinoma of Bladder,Condition,ICDO3,ICDO Condition,S,8130/3-C67.9,20150918,20991231,NULL
8140/3-C16.5,81403,C165,44502931,Adenocarcinoma of Lesser curvature of stomach,Condition,ICDO3,ICDO Condition,S,8140/3-C16.5,20150918,20991231,NULL
8153/3-C17.0,81533,C170,44502934,"Gastrinoma, malignant of Duodenum",Condition,ICDO3,ICDO Condition,S,8153/3-C17.0,20150918,20991231,NULL
8210/3-C18.3,82103,C183,44502935,Adenocarcinoma in adenomatous polyp of Hepatic flexure of colon,Condition,ICDO3,ICDO Condition,S,8210/3-C18.3,20150918,20991231,NULL
8240/3-C34.0,82403,C340,44502936,Carcinoid tumor of Main bronchus,Condition,ICDO3,ICDO Condition,S,8240/3-C34.0,20150918,20991231,NULL
8246/3-C34.1,82463,C341,44502938,"Neuroendocrine carcinoma of Upper lobe, lung",Condition,ICDO3,ICDO Condition,S,8246/3-C34.1,20150918,20991231,NULL
8255/3-C18.1,82553,C181,44502940,Adenocarcinoma with mixed subtypes of Appendix,Condition,ICDO3,ICDO Condition,S,8255/3-C18.1,20150918,20991231,NULL
8255/3-C25.0,82553,C250,44502941,Adenocarcinoma with mixed subtypes of Head of pancreas,Condition,ICDO3,ICDO Condition,S,8255/3-C25.0,20150918,20991231,NULL
8260/3-C16.0,82603,C160,44502942,Papillary adenocarcinoma of Cardia,Condition,ICDO3,ICDO Condition,S,8260/3-C16.0,20150918,20991231,NULL
8260/3-C34.2,82603,C342,44502943,"Papillary adenocarcinoma of Middle lobe, lung",Condition,ICDO3,ICDO Condition,S,8260/3-C34.2,20150918,20991231,NULL
8263/2-C18.7,82632,C187,44502945,Adenocarcinoma in situ in tubulovillous adenoma of Sigmoid colon,Condition,ICDO3,ICDO Condition,S,8263/2-C18.7,20150918,20991231,NULL
8263/3-C18.2,82633,C182,44502946,Adenocarcinoma in tubulovillous adenoma of Ascending colon,Condition,ICDO3,ICDO Condition,S,8263/3-C18.2,20150918,20991231,NULL
8401/3-C50.4,84013,C504,44502950,Apocrine adenocarcinoma of Upper-outer quadrant of breast,Condition,ICDO3,ICDO Condition,S,8401/3-C50.4,20150918,20991231,NULL
8480/3-C19.9,84803,C199,44502951,Mucinous adenocarcinoma of Rectosigmoid junction,Condition,ICDO3,ICDO Condition,S,8480/3-C19.9,20150918,20991231,NULL
8500/2-C50.4,85002,C504,44502954,"Intraductal carcinoma, noninfiltrating of Upper-outer quadrant of breast",Condition,ICDO3,ICDO Condition,S,8500/2-C50.4,20150918,20991231,NULL
8504/3-C50.4,85043,C504,44502955,Intracystic carcinoma of Upper-outer quadrant of breast,Condition,ICDO3,ICDO Condition,S,8504/3-C50.4,20150918,20991231,NULL
8520/2-C50.2,85202,C502,44502957,Lobular carcinoma in situ of Upper-inner quadrant of breast,Condition,ICDO3,ICDO Condition,S,8520/2-C50.2,20150918,20991231,NULL
8520/3-C50.5,85203,C505,44502958,Lobular carcinoma of Lower-outer quadrant of breast,Condition,ICDO3,ICDO Condition,S,8520/3-C50.5,20150918,20991231,NULL
8560/3-C25.2,85603,C252,44502960,Adenosquamous carcinoma of Tail of pancreas,Condition,ICDO3,ICDO Condition,S,8560/3-C25.2,20150918,20991231,NULL
8560/3-C34.0,85603,C340,44502961,Adenosquamous carcinoma of Main bronchus,Condition,ICDO3,ICDO Condition,S,8560/3-C34.0,20150918,20991231,NULL
8000/3-C10.9,80003,C109,44503818,"Neoplasm, malignant of Oropharyngeal structure",Condition,ICDO3,ICDO Condition,NULL,8000/3-C10.9,20150918,20991231,NULL
8070/3-C10.9,80703,C109,44503822,Squamous cell carcinoma of Oropharyngeal structure,Condition,ICDO3,ICDO Condition,NULL,8070/3-C10.9,20150918,20991231,NULL
8083/3-C10.9,80833,C109,44503825,Basaloid squamous cell carcinoma of Oropharyngeal structure,Condition,ICDO3,ICDO Condition,NULL,8083/3-C10.9,20150918,20991231,NULL
8000/3-C22.0,80003,C220,44503827,"Neoplasm, malignant of Liver structure",Condition,ICDO3,ICDO Condition,NULL,8000/3-C22.0,20150918,20991231,NULL
8010/3-C22.0,80103,C220,44503830,Carcinoma of Liver structure,Condition,ICDO3,ICDO Condition,NULL,8010/3-C22.0,20150918,20991231,NULL
8170/3-C22.0,81703,C220,44503833,Hepatocellular carcinoma of Liver structure,Condition,ICDO3,ICDO Condition,NULL,8170/3-C22.0,20150918,20991231,NULL
8171/3-C22.0,81713,C220,44503834,"Hepatocellular carcinoma, fibrolamellar of Liver structure",Condition,ICDO3,ICDO Condition,NULL,8171/3-C22.0,20150918,20991231,NULL
8246/3-C22.0,82463,C220,44503835,Neuroendocrine carcinoma of Liver structure,Condition,ICDO3,ICDO Condition,NULL,8246/3-C22.0,20150918,20991231,NULL
8970/3-C22.0,89703,C220,44503837,Hepatoblastoma of Liver structure,Condition,ICDO3,ICDO Condition,NULL,8970/3-C22.0,20150918,20991231,NULL
8991/3-C22.0,89913,C220,44503838,Embryonal sarcoma of Liver structure,Condition,ICDO3,ICDO Condition,NULL,8991/3-C22.0,20150918,20991231,NULL
9120/3-C22.0,91203,C220,44503839,Hemangiosarcoma of Liver structure,Condition,ICDO3,ICDO Condition,NULL,9120/3-C22.0,20150918,20991231,NULL
8000/3-C22.1,80003,C221,44503843,"Neoplasm, malignant of Intrahepatic biliary tract structure",Condition,ICDO3,ICDO Condition,NULL,8000/3-C22.1,20150918,20991231,NULL
8010/3-C22.1,80103,C221,44503846,Carcinoma of Intrahepatic biliary tract structure,Condition,ICDO3,ICDO Condition,NULL,8010/3-C22.1,20150918,20991231,NULL
8000/3-C23.9,80003,C239,44503856,"Neoplasm, malignant of Gallbladder structure",Condition,ICDO3,ICDO Condition,NULL,8000/3-C23.9,20150918,20991231,NULL
8010/3-C25.2,80103,C252,44503915,Carcinoma of Structure of tail of pancreas,Condition,ICDO3,ICDO Condition,NULL,8010/3-C25.2,20150918,20991231,NULL
9505/1-C71.2,95051,C712,44500472,Ganglioglioma of Temporal lobe,Condition,ICDO3,ICDO Condition,S,9505/1-C71.2,20150918,20991231,NULL
9680/3-C31.0,96803,C310,44500474,"Malignant lymphoma, large B-cell, diffuse of Maxillary sinus",Condition,ICDO3,ICDO Condition,S,9680/3-C31.0,20150918,20991231,NULL
8010/3-C48.2,80103,C482,44500479,Carcinoma of Peritoneum,Condition,ICDO3,ICDO Condition,S,8010/3-C48.2,20150918,20991231,NULL
8013/3-C34.0,80133,C340,44500480,Large cell neuroendocrine carcinoma of Main bronchus,Condition,ICDO3,ICDO Condition,S,8013/3-C34.0,20150918,20991231,NULL
8050/2-C67.9,80502,C679,44500485,Papillary carcinoma in situ of Bladder,Condition,ICDO3,ICDO Condition,S,8050/2-C67.9,20150918,20991231,NULL
8070/3-C07.9,80703,C079,44500488,Squamous cell carcinoma of Parotid gland,Condition,ICDO3,ICDO Condition,S,8070/3-C07.9,20150918,20991231,NULL
8083/3-C51.9,80833,C519,44500493,Basaloid squamous cell carcinoma of Vulva,Condition,ICDO3,ICDO Condition,S,8083/3-C51.9,20150918,20991231,NULL
8090/3-C61.9,80903,C619,44500494,Basal cell carcinoma of Prostate gland,Condition,ICDO3,ICDO Condition,S,8090/3-C61.9,20150918,20991231,NULL
8140/3-C16.6,81403,C166,44500495,Adenocarcinoma of Greater curvature of stomach,Condition,ICDO3,ICDO Condition,S,8140/3-C16.6,20150918,20991231,NULL
8140/3-C18.5,81403,C185,44500496,Adenocarcinoma of Splenic flexure of colon,Condition,ICDO3,ICDO Condition,S,8140/3-C18.5,20150918,20991231,NULL
8140/3-C18.6,81403,C186,44500497,Adenocarcinoma of Descending colon,Condition,ICDO3,ICDO Condition,S,8140/3-C18.6,20150918,20991231,NULL
8140/3-C50.5,81403,C505,44500498,Adenocarcinoma of Lower-outer quadrant of breast,Condition,ICDO3,ICDO Condition,S,8140/3-C50.5,20150918,20991231,NULL
8490/3-C18.9,84903,C189,44500506,Signet ring cell carcinoma of Colon,Condition,ICDO3,ICDO Condition,S,8490/3-C18.9,20150918,20991231,NULL
8504/3-C50.1,85043,C501,44500507,Intracystic carcinoma of Central portion of breast,Condition,ICDO3,ICDO Condition,S,8504/3-C50.1,20150918,20991231,NULL
8522/3-C50.9,85223,C509,44500508,Infiltrating duct and lobular carcinoma of Breast,Condition,ICDO3,ICDO Condition,S,8522/3-C50.9,20150918,20991231,NULL
8800/3-C53.9,88003,C539,44500513,Sarcoma of Cervix uteri,Condition,ICDO3,ICDO Condition,S,8800/3-C53.9,20150918,20991231,NULL
9081/3-C62.1,90813,C621,44500520,Teratocarcinoma of Descended testis,Condition,ICDO3,ICDO Condition,S,9081/3-C62.1,20150918,20991231,NULL
9383/1-C71.5,93831,C715,44500524,Subependymoma of Ventricle,Condition,ICDO3,ICDO Condition,S,9383/1-C71.5,20150918,20991231,NULL
9394/1-C72.0,93941,C720,44500525,Myxopapillary ependymoma of Spinal cord,Condition,ICDO3,ICDO Condition,S,9394/1-C72.0,20150918,20991231,NULL
9401/3-C71.0,94013,C710,44500526,"Astrocytoma, anaplastic of Cerebrum",Condition,ICDO3,ICDO Condition,S,9401/3-C71.0,20150918,20991231,NULL
9442/3-C71.9,94423,C719,44500527,Gliosarcoma of Brain,Condition,ICDO3,ICDO Condition,S,9442/3-C71.9,20150918,20991231,NULL
9680/3-C71.3,96803,C713,44501384,"Malignant lymphoma, large B-cell, diffuse of Parietal lobe",Condition,ICDO3,ICDO Condition,S,9680/3-C71.3,20150918,20991231,NULL
9699/3-C20.9,96993,C209,44501386,Marginal zone B-cell lymphoma of Rectum,Condition,ICDO3,ICDO Condition,S,9699/3-C20.9,20150918,20991231,NULL
8013/3-C34.1,80133,C341,44501388,"Large cell neuroendocrine carcinoma of Upper lobe, lung",Condition,ICDO3,ICDO Condition,S,8013/3-C34.1,20150918,20991231,NULL
8051/3-C03.9,80513,C039,44501392,Verrucous carcinoma of Gum,Condition,ICDO3,ICDO Condition,S,8051/3-C03.9,20150918,20991231,NULL
8070/3-C53.1,80703,C531,44501396,Squamous cell carcinoma of Exocervix,Condition,ICDO3,ICDO Condition,S,8070/3-C53.1,20150918,20991231,NULL
8140/3-C08.0,81403,C080,44501402,Adenocarcinoma of Submandibular gland,Condition,ICDO3,ICDO Condition,S,8140/3-C08.0,20150918,20991231,NULL
8140/3-C34.3,81403,C343,44501404,"Adenocarcinoma of Lower lobe, lung",Condition,ICDO3,ICDO Condition,S,8140/3-C34.3,20150918,20991231,NULL
8249/3-C34.3,82493,C343,44501408,"Atypical carcinoid tumor of Lower lobe, lung",Condition,ICDO3,ICDO Condition,S,8249/3-C34.3,20150918,20991231,NULL
8255/3-C16.3,82553,C163,44501409,Adenocarcinoma with mixed subtypes of Gastric antrum,Condition,ICDO3,ICDO Condition,S,8255/3-C16.3,20150918,20991231,NULL
8323/3-C57.0,83233,C570,44501410,Mixed cell adenocarcinoma of Fallopian tube,Condition,ICDO3,ICDO Condition,S,8323/3-C57.0,20150918,20991231,NULL
8481/3-C34.3,84813,C343,44501411,"Mucin-producing adenocarcinoma of Lower lobe, lung",Condition,ICDO3,ICDO Condition,S,8481/3-C34.3,20150918,20991231,NULL
8490/3-C18.6,84903,C186,44501412,Signet ring cell carcinoma of Descending colon,Condition,ICDO3,ICDO Condition,S,8490/3-C18.6,20150918,20991231,NULL
